feature,spearman_rho,p,group
executor_brief_cosine_slope,-0.0445875339495285,0.7711812430080656,A-baseline
executor_brief_jaccard_mean,0.0445875339495285,0.7711812430080656,A-baseline
critic_brief_cosine_mean,-0.04115772364571863,0.7883615982492885,A-baseline
planner_brief_cosine_slope,-0.03772791334190874,0.8056418426232957,A-baseline
critic_rolestab_slope,-0.03772791334190874,0.8056418426232957,B-candidate
critic_novelty_mean,0.03429810303809886,0.8230141371326696,A-baseline
executor_klrd_slope,0.030868292734288972,0.8404705181679675,B-candidate
planner_klrd_excess_final,0.030868292734288972,0.8404705181679675,B-candidate
executor_participation_ratio,0.030868292734288972,0.8404705181679675,B-candidate
executor_effective_rank,-0.027438482430479083,0.8580029079627489,B-candidate
critic_brief_jaccard_slope,0.020578861822859316,0.8932628964054802,A-baseline
planner_vcv_slope,-0.01714905151904943,0.9109738661308121,B-candidate
planner_participation_ratio,-0.01714905151904943,0.9109738661308121,B-candidate
critic_token_slope,0.006859620607619771,0.9643294324960314,A-baseline
planner_brief_cosine_max,0.0034298103038098854,0.9821604152990979,A-baseline
